,name,categories,address,crossStreet,lat,lng,labeledLatLngs,distance,cc,city,state,country,formattedAddress,postalCode,neighborhood,id,point name
78,Gramercy Tavern,American Restaurant,42 E 20th St,btwn Broadway & Park Ave,40.73859964402532,-73.98831951156392,"[{'label': 'display', 'lat': 40.73859964402532, 'lng': -73.98831951156392}]",3536,US,New York,NY,United States,"['42 E 20th St (btwn Broadway & Park Ave)', 'New York, NY 10003', 'United States']",10003,,3fd66200f964a520aee91ee3,One World Trade Center
79,Pioneer Works,Event Space,159 Pioneer St,btwn Conover & Van Brunt St,40.67929043465977,-74.01211154406604,"[{'label': 'display', 'lat': 40.67929043465977, 'lng': -74.01211154406604}]",3755,US,Brooklyn,NY,United States,"['159 Pioneer St (btwn Conover & Van Brunt St)', 'Brooklyn, NY 11231', 'United States']",11231,,514e24bc72da3d1df4cea8ba,One World Trade Center
80,Domino Park,Park,Kent Ave,btwn Grand & S 5th St,40.71485036168803,-73.96749258041382,"[{'label': 'display', 'lat': 40.71485036168803, 'lng': -73.96749258041382}]",3860,US,Brooklyn,NY,United States,"['Kent Ave (btwn Grand & S 5th St)', 'Brooklyn, NY 11249', 'United States']",11249,,5afe34cc6adbf5002c00d4f7,One World Trade Center
81,High Line,Park,btwn Gansevoort & W 34th St,btwn 10th & 12th Ave,40.746825,-74.005507,"[{'label': 'display', 'lat': 40.746825, 'lng': -74.005507}]",3818,US,New York,NY,United States,"['btwn Gansevoort & W 34th St (btwn 10th & 12th Ave)', 'New York, NY 10011', 'United States']",10011,,40f1d480f964a5206a0a1fe3,One World Trade Center
82,David Zwirner Gallery,Art Gallery,537 W 20th St,at 11th Ave,40.74663515827365,-74.007328748703,"[{'label': 'display', 'lat': 40.74663515827365, 'lng': -74.007328748703}]",3774,US,New York,NY,United States,"['537 W 20th St (at 11th Ave)', 'New York, NY 10011', 'United States']",10011,,533d96d9498e88fc19384087,One World Trade Center
83,Fiore's House of Quality,Deli / Bodega,414 Adams St,btwn 4th & 5th Sts,40.743018792687366,-74.03618337907415,"[{'label': 'display', 'lat': 40.743018792687366, 'lng': -74.03618337907415}, {'label': 'entrance', 'lat': 40.742944, 'lng': -74.036101}]",3862,US,Hoboken,NJ,United States,"['414 Adams St (btwn 4th & 5th Sts)', 'Hoboken, NJ 07030', 'United States']",07030,,4a1098a2f964a520e3761fe3,One World Trade Center
84,Madison Square Park,Park,Madison Ave,btwn E 23rd & E 26th St,40.74226204193276,-73.98800611495972,"[{'label': 'display', 'lat': 40.74226204193276, 'lng': -73.98800611495972}]",3886,US,New York,NY,United States,"['Madison Ave (btwn E 23rd & E 26th St)', 'New York, NY 10010', 'United States']",10010,,40b68100f964a5207d001fe3,One World Trade Center
85,Statue of Liberty,Monument / Landmark,Liberty Island,,40.68938393386952,-74.04460072517395,"[{'label': 'display', 'lat': 40.68938393386952, 'lng': -74.04460072517395}]",3735,US,New York,NY,United States,"['Liberty Island', 'New York, NY 10004', 'United States']",10004,,42893400f964a52054231fe3,One World Trade Center
86,Fort Greene Park,Park,Washington Pk,btwn Myrtle & DeKalb Ave,40.69162107498688,-73.97564649581909,"[{'label': 'display', 'lat': 40.69162107498688, 'lng': -73.97564649581909}]",3963,US,Brooklyn,NY,United States,"['Washington Pk (btwn Myrtle & DeKalb Ave)', 'Brooklyn, NY 11217', 'United States']",11217,,41196180f964a5200b0c1fe3,One World Trade Center
87,Malt & Mold,Gourmet Shop,362 2nd Ave,btwn 21st & 22nd St,40.736677,-73.981472,"[{'label': 'display', 'lat': 40.736677, 'lng': -73.981472}]",3753,US,New York,NY,United States,"['362 2nd Ave (btwn 21st & 22nd St)', 'New York, NY 10010', 'United States']",10010,Gramercy Park,545fd218498e729596469903,One World Trade Center
88,Gotham Archery,Athletics & Sports,480 Baltic St,,40.68250448326891,-73.98603206203093,"[{'label': 'display', 'lat': 40.68250448326891, 'lng': -73.98603206203093}, {'label': 'entrance', 'lat': 40.682498, 'lng': -73.986053}]",4097,US,Brooklyn,NY,United States,"['480 Baltic St', 'Brooklyn, NY 11217', 'United States']",11217,Boerum Hill,5391fcfc498eae4bad6e344f,One World Trade Center
89,Equinox Gramercy,Gym,315 Park Ave S,24th St,40.74074907098539,-73.98577092778955,"[{'label': 'display', 'lat': 40.74074907098539, 'lng': -73.98577092778955}]",3856,US,New York,NY,United States,"['315 Park Ave S (24th St)', 'New York, NY 10010', 'United States']",10010,,574da377498ef19a1bd08764,One World Trade Center
90,Pier 63 Hudson River Park,Park,205 12th Ave,23rd Street,40.749500287685564,-74.00859475135803,"[{'label': 'display', 'lat': 40.749500287685564, 'lng': -74.00859475135803}]",4079,US,New York,NY,United States,"['205 12th Ave (23rd Street)', 'New York, NY 10001', 'United States']",10001,,4dd56920cc3f75159f13cb35,One World Trade Center
91,Modo Yoga Williamsburg,Yoga Studio,109 Metropolitan,Wythe,40.71667272570606,-73.96311393945952,"[{'label': 'display', 'lat': 40.71667272570606, 'lng': -73.96311393945952}]",4243,US,Brooklyn,NY,United States,"['109 Metropolitan (Wythe)', 'Brooklyn, NY 11249', 'United States']",11249,,56939812498ee79afe6b3fc6,One World Trade Center
92,Gelateria Gentile,Ice Cream Shop,253 Wythe Ave,N 1st,40.7163352947988,-73.96381651592516,"[{'label': 'display', 'lat': 40.7163352947988, 'lng': -73.96381651592516}]",4181,US,New York,NY,United States,"['253 Wythe Ave (N 1st)', 'New York, NY 11249', 'United States']",11249,,5adbb21eb1ec1353739fb187,One World Trade Center
93,Gagosian Gallery,Art Gallery,555 W 24th St,btwn 10th & 11th Ave,40.74949263854115,-74.00604977829569,"[{'label': 'display', 'lat': 40.74949263854115, 'lng': -74.00604977829569}, {'label': 'entrance', 'lat': 40.749414, 'lng': -74.005971}]",4104,US,New York,NY,United States,"['555 W 24th St (btwn 10th & 11th Ave)', 'New York, NY 10011', 'United States']",10011,,442e41b2f964a520da311fe3,One World Trade Center
94,Public Records,Music Venue,233 Butler St,btw Bond & Nevins,40.68222770266033,-73.9866228680318,"[{'label': 'display', 'lat': 40.68222770266033, 'lng': -73.9866228680318}]",4095,US,New York,NY,United States,"['233 Butler St (btw Bond & Nevins)', 'New York, NY 11217', 'United States']",11217,,5ca686ef0868a2002c93dd69,One World Trade Center
95,Nitehawk Cinema,Movie Theater,136 Metropolitan Ave,btwn Berry St & Wythe Ave,40.71618324295957,-73.96241962592575,"[{'label': 'display', 'lat': 40.71618324295957, 'lng': -73.96241962592575}]",4297,US,Brooklyn,NY,United States,"['136 Metropolitan Ave (btwn Berry St & Wythe Ave)', 'Brooklyn, NY 11249', 'United States']",11249,,4da491f6593f8eec9a257e35,One World Trade Center
96,Sunny's,Bar,253 Conover St,at Beard St,40.67563606268985,-74.01680340973766,"[{'label': 'display', 'lat': 40.67563606268985, 'lng': -74.01680340973766}]",4172,US,Brooklyn,NY,United States,"['253 Conover St (at Beard St)', 'Brooklyn, NY 11231', 'United States']",11231,,41b3a100f964a520751e1fe3,One World Trade Center
97,BAM Rose Cinemas,Indie Movie Theater,30 Lafayette Ave,btwn Ashland Pl & St. Felix St,40.68633844980032,-73.97743839568813,"[{'label': 'display', 'lat': 40.68633844980032, 'lng': -73.97743839568813}, {'label': 'entrance', 'lat': 40.686734, 'lng': -73.977743}]",4233,US,Brooklyn,NY,United States,"['30 Lafayette Ave (btwn Ashland Pl & St. Felix St)', 'Brooklyn, NY 11217', 'United States']",11217,,439ab2a9f964a520d12b1fe3,One World Trade Center
98,Bread and Salt,Pizza Place,435 Palisade Ave,,40.743533,-74.044925,"[{'label': 'display', 'lat': 40.743533, 'lng': -74.044925}]",4325,US,Jersey City,NJ,United States,"['435 Palisade Ave', 'Jersey City, NJ 07307', 'United States']",07307,,5d0d5f50820cc40029a73534,One World Trade Center
99,Miss Ada,Israeli Restaurant,184 Dekalb Ave,,40.68956047839135,-73.9723511535792,"[{'label': 'display', 'lat': 40.68956047839135, 'lng': -73.9723511535792}]",4323,US,Brooklyn,NY,United States,"['184 Dekalb Ave', 'Brooklyn, NY 11205', 'United States']",11205,Fort Greene,5914d24b3b83070821fcdd87,One World Trade Center
0,Bryant Park,Park,E 42nd St,btwn 5th & 6th Ave,40.75387292806952,-73.9836287498474,"[{'label': 'display', 'lat': 40.75387292806952, 'lng': -73.9836287498474}]",629,US,New York,NY,United States,"['E 42nd St (btwn 5th & 6th Ave)', 'New York, NY 10018', 'United States']",10018,Midtown,3fd66200f964a520d7f11ee3,Empire State Building
1,MUJI,Miscellaneous Shop,475 5th Ave,at E 41st St,40.75247095108687,-73.98134887218475,"[{'label': 'display', 'lat': 40.75247095108687, 'lng': -73.98134887218475}]",578,US,New York,NY,United States,"['475 5th Ave (at E 41st St)', 'New York, NY 10017', 'United States']",10017,Midtown East,564e6919498e9cd069ba3df0,Empire State Building
2,Books Kinokuniya,Bookstore,1073 Avenue of the Americas,btwn W 40th & W 41st St,40.75405320187223,-73.98464945969599,"[{'label': 'display', 'lat': 40.75405320187223, 'lng': -73.98464945969599}]",631,US,New York,NY,United States,"['1073 Avenue of the Americas (btwn W 40th & W 41st St)', 'New York, NY 10018', 'United States']",10018,,49ef71e3f964a520b8681fe3,Empire State Building
3,New York Public Library Terrace,Plaza,476 5th Ave,btwn W 40th & W 42nd St,40.75301665207755,-73.98147986022437,"[{'label': 'display', 'lat': 40.75301665207755, 'lng': -73.98147986022437}]",620,US,New York,NY,United States,"['476 5th Ave (btwn W 40th & W 42nd St)', 'New York, NY 10018', 'United States']",10018,,4ddaf97b183802d5373be2eb,Empire State Building
4,Madison Square Park,Park,Madison Ave,btwn E 23rd & E 26th St,40.74226204193276,-73.98800611495972,"[{'label': 'display', 'lat': 40.74226204193276, 'lng': -73.98800611495972}]",714,US,New York,NY,United States,"['Madison Ave (btwn E 23rd & E 26th St)', 'New York, NY 10010', 'United States']",10010,,40b68100f964a5207d001fe3,Empire State Building
5,Kalustyan's,Gourmet Shop,123 Lexington Ave,at E 28th St,40.74283152687895,-73.98226690988776,"[{'label': 'display', 'lat': 40.74283152687895, 'lng': -73.98226690988776}, {'label': 'entrance', 'lat': 40.742795, 'lng': -73.982187}]",685,US,New York,NY,United States,"['123 Lexington Ave (at E 28th St)', 'New York, NY 10016', 'United States']",10016,,45940e37f964a52055401fe3,Empire State Building
6,New Amsterdam Theater,Theater,214 W 42nd St,btwn Broadway & 8th Ave,40.755844024448116,-73.98832119495094,"[{'label': 'display', 'lat': 40.755844024448116, 'lng': -73.98832119495094}]",855,US,New York,NY,United States,"['214 W 42nd St (btwn Broadway & 8th Ave)', 'New York, NY 10036', 'United States']",10036,,4f139003e4b000502e3959c2,Empire State Building
7,Los Tacos No. 1,Taco Place,229 W 43rd St,btwn 7th & 8th Ave,40.757237,-73.987454,"[{'label': 'display', 'lat': 40.757237, 'lng': -73.987454}]",992,US,New York,NY,United States,"['229 W 43rd St (btwn 7th & 8th Ave)', 'New York, NY 10036', 'United States']",10036,Theater District,59580ce6db1d8148fee3d383,Empire State Building
8,Equinox Gramercy,Gym,315 Park Ave S,24th St,40.74074907098539,-73.98577092778955,"[{'label': 'display', 'lat': 40.74074907098539, 'lng': -73.98577092778955}]",854,US,New York,NY,United States,"['315 Park Ave S (24th St)', 'New York, NY 10010', 'United States']",10010,,574da377498ef19a1bd08764,Empire State Building
9,SoulCycle 19th,Cycle Studio,8 W 19th St,btwn 5th & 6th Ave,40.73943353393161,-73.99216844203444,"[{'label': 'display', 'lat': 40.73943353393161, 'lng': -73.99216844203444}, {'label': 'entrance', 'lat': 40.739315, 'lng': -73.992139}]",1142,US,New York,NY,United States,"['8 W 19th St (btwn 5th & 6th Ave)', 'New York, NY 10011', 'United States']",10011,,529f289511d21133dd08a7ec,Empire State Building
10,The Fhitting Room,Gym,31 W 19th St,btwn 5th & 6th Ave,40.739856864845336,-73.99319384310543,"[{'label': 'display', 'lat': 40.739856864845336, 'lng': -73.99319384310543}, {'label': 'entrance', 'lat': 40.739879, 'lng': -73.993022}]",1146,US,New York,NY,United States,"['31 W 19th St (btwn 5th & 6th Ave)', 'New York, NY 10011', 'United States']",10011,,54cd0dab498e6e5d8a9d7866,Empire State Building
11,Fishs Eddy,Furniture / Home Store,889 Broadway,btwn E 19th & E 20th St,40.738605357398285,-73.99001680796049,"[{'label': 'display', 'lat': 40.738605357398285, 'lng': -73.99001680796049}, {'label': 'entrance', 'lat': 40.738705, 'lng': -73.990025}]",1153,US,New York,NY,United States,"['889 Broadway (btwn E 19th & E 20th St)', 'New York, NY 10003', 'United States']",10003,,4a5d186ff964a5202bbd1fe3,Empire State Building
12,Gramercy Tavern,American Restaurant,42 E 20th St,btwn Broadway & Park Ave,40.73859964402532,-73.98831951156392,"[{'label': 'display', 'lat': 40.73859964402532, 'lng': -73.98831951156392}]",1116,US,New York,NY,United States,"['42 E 20th St (btwn Broadway & Park Ave)', 'New York, NY 10003', 'United States']",10003,,3fd66200f964a520aee91ee3,Empire State Building
13,Majestic Theatre,Theater,245 W 44th St,btwn 7th & 8th Ave,40.758267590709956,-73.98810677744484,"[{'label': 'display', 'lat': 40.758267590709956, 'lng': -73.98810677744484}, {'label': 'entrance', 'lat': 40.758313, 'lng': -73.988096}]",1114,US,New York,NY,United States,"['245 W 44th St (btwn 7th & 8th Ave)', 'New York, NY 10036', 'United States']",10036,,4b1074dbf964a520d47023e3,Empire State Building
14,St. Patrick's Cathedral,Church,14 E 51st St,at 5th Ave,40.758627238578065,-73.97639751434325,"[{'label': 'display', 'lat': 40.758627238578065, 'lng': -73.97639751434325}]",1377,US,New York,NY,United States,"['14 E 51st St (at 5th Ave)', 'New York, NY 10022', 'United States']",10022,,4a3d4aecf964a52012a21fe3,Empire State Building
15,Top of the Rock Observation Deck,Scenic Lookout,30 Rockefeller Plz,btwn 5th & 6th Ave,40.759095065214055,-73.97935153748539,"[{'label': 'display', 'lat': 40.759095065214055, 'lng': -73.97935153748539}]",1300,US,New York,NY,United States,"['30 Rockefeller Plz (btwn 5th & 6th Ave)', 'New York, NY 10112', 'United States']",10112,,43a48f1bf964a520502c1fe3,Empire State Building
16,Caffè Panna,Ice Cream Shop,77 Irving Pl,,40.736985,-73.98676,"[{'label': 'display', 'lat': 40.736985, 'lng': -73.98676}]",1277,US,New York,NY,United States,"['77 Irving Pl', 'New York, NY 10003', 'United States']",10003,,5d7d70ed72c4090008784186,Empire State Building
17,Union Square Greenmarket,Farmers Market,1 Union Sq W,btwn 14th & 17th St,40.736296929163295,-73.9905813271794,,1412,US,New York,NY,United States,"['1 Union Sq W (btwn 14th & 17th St)', 'New York, NY 10003', 'United States']",10003,Union Square,49c27575f964a520f1551fe3,Empire State Building
18,Broadway Dance Center,Dance Studio,322 W 45th St,btwn 8th & 9th Ave,40.759489759762815,-73.98956180541293,"[{'label': 'display', 'lat': 40.759489759762815, 'lng': -73.98956180541293}, {'label': 'entrance', 'lat': 40.759547, 'lng': -73.989549}]",1274,US,New York,NY,United States,"['322 W 45th St (btwn 8th & 9th Ave)', 'New York, NY 10036', 'United States']",10036,,46a9bed8f964a52054491fe3,Empire State Building
19,Equinox West 50th Street,Gym,1633 Broadway,at Paramount Plz,40.761912,-73.984268,"[{'label': 'display', 'lat': 40.761912, 'lng': -73.984268}]",1505,US,New York,NY,United States,"['1633 Broadway (at Paramount Plz)', 'New York, NY 10019', 'United States']",10019,,4a66f31af964a520dcc81fe3,Empire State Building
20,Radio City Music Hall,Concert Hall,1260 Avenue of the Americas,at W 50th St,40.759850056828405,-73.97934397752239,"[{'label': 'display', 'lat': 40.759850056828405, 'lng': -73.97934397752239}]",1378,US,New York,NY,United States,"['1260 Avenue of the Americas (at W 50th St)', 'New York, NY 10020', 'United States']",10020,,4161e400f964a520721d1fe3,Empire State Building
21,Malt & Mold,Gourmet Shop,362 2nd Ave,btwn 21st & 22nd St,40.736677,-73.981472,"[{'label': 'display', 'lat': 40.736677, 'lng': -73.981472}]",1354,US,New York,NY,United States,"['362 2nd Ave (btwn 21st & 22nd St)', 'New York, NY 10010', 'United States']",10010,Gramercy Park,545fd218498e729596469903,Empire State Building
22,Equinox Rockefeller Center,Gym / Fitness Center,45 Rockefeller Plz,btwn W 50th & 51st St,40.75918,-73.977784,"[{'label': 'display', 'lat': 40.75918, 'lng': -73.977784}]",1368,US,New York,NY,United States,"['45 Rockefeller Plz (btwn W 50th & 51st St)', 'New York, NY 10111', 'United States']",10111,,4a705a19f964a5204ed71fe3,Empire State Building
23,Breads Bakery,Bakery,18 E 16th St,btwn Union Sq W & 5th Ave,40.73661,-73.99181,"[{'label': 'display', 'lat': 40.73661, 'lng': -73.99181}]",1414,US,New York,NY,United States,"['18 E 16th St (btwn Union Sq W & 5th Ave)', 'New York, NY 10003', 'United States']",10003,,503fb6d4ebca66a84f029bd8,Empire State Building
24,High Line,Park,btwn Gansevoort & W 34th St,btwn 10th & 12th Ave,40.746825,-74.005507,"[{'label': 'display', 'lat': 40.746825, 'lng': -74.005507}]",1683,US,New York,NY,United States,"['btwn Gansevoort & W 34th St (btwn 10th & 12th Ave)', 'New York, NY 10011', 'United States']",10011,,40f1d480f964a5206a0a1fe3,Empire State Building
25,Soothr,Thai Restaurant,204 E 13th St,3rd Ave,40.732287,-73.987287,"[{'label': 'display', 'lat': 40.732287, 'lng': -73.987287}]",1802,US,New York,NY,United States,"['204 E 13th St (3rd Ave)', 'New York, NY 10003', 'United States']",10003,,5ee66a36459579000887cd2b,Empire State Building
26,TMPL,Gym,355 W 49th St,8th Avenue,40.762549725908436,-73.98817701719275,"[{'label': 'display', 'lat': 40.762549725908436, 'lng': -73.98817701719275}]",1586,US,New York,NY,United States,"['355 W 49th St (8th Avenue)', 'New York, NY 10019', 'United States']",10019,,566dd692498eadbfb75805ef,Empire State Building
27,Museum of Modern Art (MoMA),Art Museum,11 W 53rd St,btwn 5th & 6th Ave,40.76141150395245,-73.97746170919268,,1601,US,New York,NY,United States,"['11 W 53rd St (btwn 5th & 6th Ave)', 'New York, NY 10019', 'United States']",10019,,4af5a46af964a520b5fa21e3,Empire State Building
28,Strand Bookstore,Bookstore,828 Broadway,at E 12th St,40.73314000684355,-73.99091161094675,"[{'label': 'display', 'lat': 40.73314000684355, 'lng': -73.99091161094675}]",1758,US,New York,NY,United States,"['828 Broadway (at E 12th St)', 'New York, NY 10003', 'United States']",10003,,4a8cc1d4f964a520130f20e3,Empire State Building
29,Peridance Capezio Center,Dance Studio,126 E 13th St,btwn 3rd & 4th Ave,40.73298682271572,-73.98852241900113,"[{'label': 'display', 'lat': 40.73298682271572, 'lng': -73.98852241900113}]",1735,US,New York,NY,United States,"['126 E 13th St (btwn 3rd & 4th Ave)', 'New York, NY 10003', 'United States']",10003,,4b6cba70f964a520ae4f2ce3,Empire State Building
30,Gagosian Gallery,Art Gallery,555 W 24th St,btwn 10th & 11th Ave,40.74949263854115,-74.00604977829569,"[{'label': 'display', 'lat': 40.74949263854115, 'lng': -74.00604977829569}, {'label': 'entrance', 'lat': 40.749414, 'lng': -74.005971}]",1724,US,New York,NY,United States,"['555 W 24th St (btwn 10th & 11th Ave)', 'New York, NY 10011', 'United States']",10011,,442e41b2f964a520da311fe3,Empire State Building
31,Trader Joe's Wine Shop,Wine Shop,138 E 14th St,btwn Irving Pl & 3rd Ave,40.73374950502162,-73.98812798965065,"[{'label': 'display', 'lat': 40.73374950502162, 'lng': -73.98812798965065}, {'label': 'entrance', 'lat': 40.733559, 'lng': -73.988201}]",1647,US,New York,NY,United States,"['138 E 14th St (btwn Irving Pl & 3rd Ave)', 'New York, NY 10003', 'United States']",10003,,4a319883f964a520fc991fe3,Empire State Building
32,Los Tacos No. 1,Taco Place,75 9th Ave,,40.74224400629671,-74.00596115738153,"[{'label': 'display', 'lat': 40.74224400629671, 'lng': -74.00596115738153}]",1845,US,New York,NY,United States,"['75 9th Ave', 'New York, NY 10011', 'United States']",10011,Chelsea,5196b9ff498e8a6be4336a03,Empire State Building
33,David Zwirner Gallery,Art Gallery,537 W 20th St,at 11th Ave,40.74663515827365,-74.007328748703,"[{'label': 'display', 'lat': 40.74663515827365, 'lng': -74.007328748703}]",1838,US,New York,NY,United States,"['537 W 20th St (at 11th Ave)', 'New York, NY 10011', 'United States']",10011,,533d96d9498e88fc19384087,Empire State Building
34,Los Mariscos,Seafood Restaurant,409 West 15th St,9th Ave,40.74199972810892,-74.00589003225507,"[{'label': 'display', 'lat': 40.74199972810892, 'lng': -74.00589003225507}, {'label': 'entrance', 'lat': 40.742132, 'lng': -74.005809}]",1850,US,New York,NY,United States,"['409 West 15th St (9th Ave)', 'New York, NY 10011', 'United States']",10011,,57e9590a498e2d323e20c667,Empire State Building
35,High Line 10th Ave Amphitheatre,Scenic Lookout,High Line,10th Ave & W 17th St,40.74398136118615,-74.00684429247669,"[{'label': 'display', 'lat': 40.74398136118615, 'lng': -74.00684429247669}]",1854,US,New York,NY,United States,"['High Line (10th Ave & W 17th St)', 'New York, NY 10011', 'United States']",10011,,4eb1877fd3e36bac670d2898,Empire State Building
36,Pier 63 Hudson River Park,Park,205 12th Ave,23rd Street,40.749500287685564,-74.00859475135803,"[{'label': 'display', 'lat': 40.749500287685564, 'lng': -74.00859475135803}]",1938,US,New York,NY,United States,"['205 12th Ave (23rd Street)', 'New York, NY 10001', 'United States']",10001,,4dd56920cc3f75159f13cb35,Empire State Building
